participantNo,task,condition,forCond,mode,block,oldBlock,trialNo,missCount,dockingTime,wrongModeCount,posMissCount,prevMode
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,1,0,1187,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,2,0,838,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,3,0,1152,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,4,0,1122,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,5,0,887,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,6,0,1831,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,7,0,1031,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,8,0,1232,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,1,0,1045,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,2,0,835,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,3,0,929,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,4,0,964,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,5,0,739,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,6,0,827,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,7,0,1052,0,0,mouse
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,8,0,740,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,1,1,885,0,1,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,2,0,1010,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,3,0,694,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,4,0,955,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,5,0,920,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,6,0,726,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,7,1,266,0,1,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,8,0,874,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,1,0,695,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,2,0,1642,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,3,0,787,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,4,0,797,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,5,1,693,0,1,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,6,0,649,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,7,0,755,0,0,mouse
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,8,0,783,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,1,0,707,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,2,0,716,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,3,0,819,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,4,0,762,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,5,0,797,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,6,0,696,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,7,0,865,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,8,0,289,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,1,0,1011,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,2,0,783,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,3,0,1041,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,4,0,853,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,5,0,829,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,6,0,738,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,7,0,818,0,0,mouse
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,8,0,353,0,0,mouse
10,baseline,"pen,pen","mouse,pen",pen,1,1,1,0,573,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,1,1,2,0,647,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,1,1,3,0,843,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,1,1,4,0,799,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,1,1,5,0,688,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,1,1,6,0,652,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,1,1,7,0,699,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,1,1,8,0,704,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,2,2,1,0,608,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,2,2,2,0,534,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,2,2,3,0,551,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,2,2,4,0,569,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,2,2,5,0,510,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,2,2,6,0,618,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,2,2,7,0,537,0,0,pen
10,baseline,"pen,pen","mouse,pen",pen,2,2,8,0,565,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,1,1,1,1,218,0,1,pen
10,baseline,"pen,pen","trackpad,pen",pen,1,1,2,0,528,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,1,1,3,0,652,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,1,1,4,0,551,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,1,1,5,0,606,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,1,1,6,1,58,0,1,pen
10,baseline,"pen,pen","trackpad,pen",pen,1,1,7,0,483,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,1,1,8,0,556,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,2,2,1,0,108,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,2,2,2,0,545,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,2,2,3,1,146,0,1,pen
10,baseline,"pen,pen","trackpad,pen",pen,2,2,4,0,586,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,2,2,5,0,718,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,2,2,6,0,663,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,2,2,7,0,628,0,0,pen
10,baseline,"pen,pen","trackpad,pen",pen,2,2,8,0,627,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,1,1,1,0,534,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,1,1,2,0,553,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,1,1,3,1,126,0,1,pen
10,baseline,"pen,pen","pen,touch",pen,1,1,4,0,614,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,1,1,5,0,614,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,1,1,6,0,681,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,1,1,7,0,629,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,1,1,8,0,570,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,2,2,1,0,447,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,2,2,2,0,574,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,2,2,3,0,499,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,2,2,4,0,539,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,2,2,5,0,596,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,2,2,6,0,596,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,2,2,7,0,601,0,0,pen
10,baseline,"pen,pen","pen,touch",pen,2,2,8,0,116,0,1,pen
10,baseline,"touch,touch","mouse,touch",touch,1,1,1,0,754,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,1,1,2,0,772,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,1,1,3,0,559,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,1,1,4,0,748,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,1,1,5,2,357,0,2,touch
10,baseline,"touch,touch","mouse,touch",touch,1,1,6,0,796,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,1,1,7,1,342,0,1,touch
10,baseline,"touch,touch","mouse,touch",touch,1,1,8,0,891,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,2,2,1,0,737,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,2,2,2,1,218,0,1,touch
10,baseline,"touch,touch","mouse,touch",touch,2,2,3,0,838,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,2,2,4,2,965,0,2,touch
10,baseline,"touch,touch","mouse,touch",touch,2,2,5,0,780,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,2,2,6,0,740,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,2,2,7,0,786,0,0,touch
10,baseline,"touch,touch","mouse,touch",touch,2,2,8,0,209,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,1,1,1,1,645,1,0,touch
10,baseline,"touch,touch","pen,touch",touch,1,1,2,2,636,0,2,touch
10,baseline,"touch,touch","pen,touch",touch,1,1,3,0,505,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,1,1,4,2,427,0,2,touch
10,baseline,"touch,touch","pen,touch",touch,1,1,5,0,663,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,1,1,6,0,848,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,1,1,7,1,250,0,1,touch
10,baseline,"touch,touch","pen,touch",touch,1,1,8,0,691,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,2,2,1,0,555,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,2,2,2,0,209,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,2,2,3,0,709,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,2,2,4,0,693,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,2,2,5,0,683,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,2,2,6,1,653,0,1,touch
10,baseline,"touch,touch","pen,touch",touch,2,2,7,0,758,0,0,touch
10,baseline,"touch,touch","pen,touch",touch,2,2,8,0,684,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,1,1,1,0,633,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,1,1,2,0,247,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,1,1,3,0,683,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,1,1,4,0,679,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,1,1,5,0,669,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,1,1,6,0,734,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,1,1,7,2,635,0,2,touch
10,baseline,"touch,touch","trackpad,touch",touch,1,1,8,0,732,0,4,touch
10,baseline,"touch,touch","trackpad,touch",touch,2,2,1,0,865,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,2,2,2,0,776,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,2,2,3,0,845,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,2,2,4,0,775,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,2,2,5,0,876,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,2,2,6,0,1012,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,2,2,7,0,966,0,0,touch
10,baseline,"touch,touch","trackpad,touch",touch,2,2,8,0,788,0,0,touch
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,1,0,953,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,2,0,895,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,3,0,848,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,4,0,1055,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,5,0,971,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,6,0,1313,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,7,0,928,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,8,0,1030,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,1,0,1006,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,2,0,1111,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,3,1,984,0,1,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,4,0,1031,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,5,0,1196,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,6,0,840,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,7,0,895,0,0,trackpad
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,8,0,829,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,1,2,985,0,2,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,2,0,751,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,3,0,2380,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,4,0,1605,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,5,0,1292,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,6,0,851,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,7,0,1067,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,8,0,1144,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,1,0,636,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,2,1,414,0,1,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,3,0,1098,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,4,0,1042,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,5,0,847,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,6,0,506,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,7,0,985,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,8,0,1068,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,1,0,964,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,2,0,894,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,3,0,920,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,4,0,794,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,5,0,1088,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,6,0,869,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,7,0,831,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,8,0,506,0,1,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,1,1,929,0,1,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,2,0,778,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,3,0,660,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,4,0,865,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,5,0,715,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,6,0,896,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,7,0,774,0,0,trackpad
10,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,8,0,752,0,0,trackpad
10,task,"mouse,pen",,mouse,1,1,1,0,761,0,0,pen
10,task,"mouse,pen",,pen,1,1,2,0,580,0,0,mouse
10,task,"mouse,pen",,mouse,1,1,3,0,1108,0,0,pen
10,task,"mouse,pen",,pen,1,1,4,0,817,0,0,mouse
10,task,"mouse,pen",,mouse,1,1,5,0,1176,0,0,pen
10,task,"mouse,pen",,pen,1,1,6,0,613,0,0,mouse
10,task,"mouse,pen",,mouse,1,1,7,0,1074,0,0,pen
10,task,"mouse,pen",,pen,1,1,8,0,701,0,0,mouse
10,task,"mouse,pen",,mouse,1,2,1,0,1315,0,0,pen
10,task,"mouse,pen",,pen,1,2,2,0,607,0,0,mouse
10,task,"mouse,pen",,mouse,1,2,3,1,1166,0,1,pen
10,task,"mouse,pen",,pen,1,2,4,0,842,0,0,mouse
10,task,"mouse,pen",,mouse,1,2,5,0,1357,0,0,pen
10,task,"mouse,pen",,pen,1,2,6,0,589,0,0,mouse
10,task,"mouse,pen",,mouse,1,2,7,0,1480,0,0,pen
10,task,"mouse,pen",,pen,1,2,8,0,588,0,0,mouse
10,task,"mouse,pen",,mouse,2,3,1,0,1304,0,0,pen
10,task,"mouse,pen",,pen,2,3,2,1,666,0,1,mouse
10,task,"mouse,pen",,mouse,2,3,3,0,847,0,0,pen
10,task,"mouse,pen",,pen,2,3,4,0,587,0,0,mouse
10,task,"mouse,pen",,mouse,2,3,5,0,896,0,0,pen
10,task,"mouse,pen",,pen,2,3,6,0,665,0,0,mouse
10,task,"mouse,pen",,mouse,2,3,7,1,692,0,1,pen
10,task,"mouse,pen",,pen,2,3,8,0,692,0,0,mouse
10,task,"mouse,pen",,mouse,2,4,1,0,755,0,0,pen
10,task,"mouse,pen",,pen,2,4,2,0,545,0,0,mouse
10,task,"mouse,pen",,mouse,2,4,3,0,1042,0,0,pen
10,task,"mouse,pen",,pen,2,4,4,0,638,0,0,mouse
10,task,"mouse,pen",,mouse,2,4,5,0,705,0,0,pen
10,task,"mouse,pen",,pen,2,4,6,0,649,0,0,mouse
10,task,"mouse,pen",,mouse,2,4,7,1,407,0,1,pen
10,task,"mouse,pen",,pen,2,4,8,0,538,0,0,mouse
10,task,"mouse,pen",,mouse,3,5,1,0,865,0,0,pen
10,task,"mouse,pen",,pen,3,5,2,0,575,0,0,mouse
10,task,"mouse,pen",,mouse,3,5,3,0,964,0,0,pen
10,task,"mouse,pen",,pen,3,5,4,0,496,0,0,mouse
10,task,"mouse,pen",,mouse,3,5,5,0,1199,0,0,pen
10,task,"mouse,pen",,pen,3,5,6,1,647,0,1,mouse
10,task,"mouse,pen",,mouse,3,5,7,0,930,0,0,pen
10,task,"mouse,pen",,pen,3,5,8,0,613,0,0,mouse
10,task,"mouse,pen",,mouse,3,6,1,0,741,0,0,pen
10,task,"mouse,pen",,pen,3,6,2,0,615,0,0,mouse
10,task,"mouse,pen",,mouse,3,6,3,1,277,0,1,pen
10,task,"mouse,pen",,pen,3,6,4,0,544,0,0,mouse
10,task,"mouse,pen",,mouse,3,6,5,1,988,0,1,pen
10,task,"mouse,pen",,pen,3,6,6,0,867,0,0,mouse
10,task,"mouse,pen",,mouse,3,6,7,0,1030,0,0,pen
10,task,"mouse,pen",,pen,3,6,8,0,694,0,0,mouse
10,task,"mouse,pen",,mouse,4,7,1,0,593,0,0,pen
10,task,"mouse,pen",,pen,4,7,2,0,635,0,0,mouse
10,task,"mouse,pen",,mouse,4,7,3,0,1155,0,0,pen
10,task,"mouse,pen",,pen,4,7,4,0,730,0,0,mouse
10,task,"mouse,pen",,mouse,4,7,5,0,1042,0,0,pen
10,task,"mouse,pen",,pen,4,7,6,0,716,0,0,mouse
10,task,"mouse,pen",,mouse,4,7,7,0,640,0,0,pen
10,task,"mouse,pen",,pen,4,7,8,0,567,0,0,mouse
10,task,"mouse,pen",,mouse,4,8,1,0,674,0,0,pen
10,task,"mouse,pen",,pen,4,8,2,0,598,0,0,mouse
10,task,"mouse,pen",,mouse,4,8,3,0,876,0,0,pen
10,task,"mouse,pen",,pen,4,8,4,0,644,0,0,mouse
10,task,"mouse,pen",,mouse,4,8,5,0,818,0,0,pen
10,task,"mouse,pen",,pen,4,8,6,0,523,0,0,mouse
10,task,"mouse,pen",,mouse,4,8,7,0,994,0,0,pen
10,task,"mouse,pen",,pen,4,8,8,0,557,0,0,mouse
10,task,"mouse,touch",,mouse,1,1,1,0,727,0,0,touch
10,task,"mouse,touch",,touch,1,1,2,0,762,0,0,mouse
10,task,"mouse,touch",,mouse,1,1,3,0,1121,0,0,touch
10,task,"mouse,touch",,touch,1,1,4,2,740,0,2,mouse
10,task,"mouse,touch",,mouse,1,1,5,0,1291,0,0,touch
10,task,"mouse,touch",,touch,1,1,6,0,202,0,0,mouse
10,task,"mouse,touch",,mouse,1,1,7,0,885,0,0,touch
10,task,"mouse,touch",,touch,1,1,8,0,814,1,0,mouse
10,task,"mouse,touch",,mouse,1,2,1,0,749,0,0,touch
10,task,"mouse,touch",,touch,1,2,2,1,585,0,1,mouse
10,task,"mouse,touch",,mouse,1,2,3,0,931,0,0,touch
10,task,"mouse,touch",,touch,1,2,4,0,212,0,0,mouse
10,task,"mouse,touch",,mouse,1,2,5,0,1123,0,0,touch
10,task,"mouse,touch",,touch,1,2,6,0,1122,0,0,mouse
10,task,"mouse,touch",,mouse,1,2,7,1,919,0,1,touch
10,task,"mouse,touch",,touch,1,2,8,0,746,0,0,mouse
10,task,"mouse,touch",,mouse,2,3,1,0,731,0,0,touch
10,task,"mouse,touch",,touch,2,3,2,0,997,0,0,mouse
10,task,"mouse,touch",,mouse,2,3,3,0,898,0,0,touch
10,task,"mouse,touch",,touch,2,3,4,0,792,0,0,mouse
10,task,"mouse,touch",,mouse,2,3,5,0,750,0,0,touch
10,task,"mouse,touch",,touch,2,3,6,0,179,0,0,mouse
10,task,"mouse,touch",,mouse,2,3,7,0,1168,0,0,touch
10,task,"mouse,touch",,touch,2,3,8,0,700,0,2,mouse
10,task,"mouse,touch",,mouse,2,4,1,0,884,0,0,touch
10,task,"mouse,touch",,touch,2,4,2,0,941,0,0,mouse
10,task,"mouse,touch",,mouse,2,4,3,0,908,0,0,touch
10,task,"mouse,touch",,touch,2,4,4,3,662,0,3,mouse
10,task,"mouse,touch",,mouse,2,4,5,0,965,0,0,touch
10,task,"mouse,touch",,touch,2,4,6,0,1163,0,0,mouse
10,task,"mouse,touch",,mouse,2,4,7,0,908,0,0,touch
10,task,"mouse,touch",,touch,2,4,8,0,604,0,0,mouse
10,task,"mouse,touch",,mouse,3,5,1,0,758,0,0,touch
10,task,"mouse,touch",,touch,3,5,2,0,798,0,0,mouse
10,task,"mouse,touch",,mouse,3,5,3,0,318,0,0,touch
10,task,"mouse,touch",,touch,3,5,4,0,739,0,0,mouse
10,task,"mouse,touch",,mouse,3,5,5,0,817,0,0,touch
10,task,"mouse,touch",,touch,3,5,6,0,646,0,0,mouse
10,task,"mouse,touch",,mouse,3,5,7,0,896,0,0,touch
10,task,"mouse,touch",,touch,3,5,8,0,717,0,0,mouse
10,task,"mouse,touch",,mouse,3,6,1,0,808,0,0,touch
10,task,"mouse,touch",,touch,3,6,2,0,563,0,0,mouse
10,task,"mouse,touch",,mouse,3,6,3,1,807,0,1,touch
10,task,"mouse,touch",,touch,3,6,4,4,574,0,4,mouse
10,task,"mouse,touch",,mouse,3,6,5,0,875,0,0,touch
10,task,"mouse,touch",,touch,3,6,6,0,660,0,0,mouse
10,task,"mouse,touch",,mouse,3,6,7,0,934,0,0,touch
10,task,"mouse,touch",,touch,3,6,8,0,949,0,0,mouse
10,task,"mouse,touch",,mouse,4,7,1,1,630,0,1,touch
10,task,"mouse,touch",,touch,4,7,2,0,785,0,0,mouse
10,task,"mouse,touch",,mouse,4,7,3,0,715,0,0,touch
10,task,"mouse,touch",,touch,4,7,4,0,835,0,0,mouse
10,task,"mouse,touch",,mouse,4,7,5,0,1018,0,0,touch
10,task,"mouse,touch",,touch,4,7,6,0,746,0,0,mouse
10,task,"mouse,touch",,mouse,4,7,7,0,683,0,0,touch
10,task,"mouse,touch",,touch,4,7,8,0,933,0,0,mouse
10,task,"mouse,touch",,mouse,4,8,1,0,916,0,0,touch
10,task,"mouse,touch",,touch,4,8,2,0,1204,0,0,mouse
10,task,"mouse,touch",,mouse,4,8,3,0,380,0,0,touch
10,task,"mouse,touch",,touch,4,8,4,1,611,0,1,mouse
10,task,"mouse,touch",,mouse,4,8,5,0,804,0,0,touch
10,task,"mouse,touch",,touch,4,8,6,0,721,0,0,mouse
10,task,"mouse,touch",,mouse,4,8,7,0,861,0,0,touch
10,task,"mouse,touch",,touch,4,8,8,0,1086,0,0,mouse
10,task,"mouse,trackpad",,mouse,1,1,1,0,1223,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,1,1,2,0,815,0,0,mouse
10,task,"mouse,trackpad",,mouse,1,1,3,0,748,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,1,1,4,0,705,0,0,mouse
10,task,"mouse,trackpad",,mouse,1,1,5,0,739,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,1,1,6,0,678,0,0,mouse
10,task,"mouse,trackpad",,mouse,1,1,7,0,797,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,1,1,8,0,615,0,0,mouse
10,task,"mouse,trackpad",,mouse,1,2,1,0,547,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,1,2,2,0,976,0,0,mouse
10,task,"mouse,trackpad",,mouse,1,2,3,1,1089,0,1,trackpad
10,task,"mouse,trackpad",,trackpad,1,2,4,1,828,0,1,mouse
10,task,"mouse,trackpad",,mouse,1,2,5,0,875,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,1,2,6,1,345,0,1,mouse
10,task,"mouse,trackpad",,mouse,1,2,7,2,1500,0,2,trackpad
10,task,"mouse,trackpad",,trackpad,1,2,8,0,1107,0,0,mouse
10,task,"mouse,trackpad",,mouse,2,3,1,0,671,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,2,3,2,2,572,0,2,mouse
10,task,"mouse,trackpad",,mouse,2,3,3,1,358,0,1,trackpad
10,task,"mouse,trackpad",,trackpad,2,3,4,0,1313,0,0,mouse
10,task,"mouse,trackpad",,mouse,2,3,5,0,841,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,2,3,6,0,1064,0,0,mouse
10,task,"mouse,trackpad",,mouse,2,3,7,1,1301,0,1,trackpad
10,task,"mouse,trackpad",,trackpad,2,3,8,0,1232,0,0,mouse
10,task,"mouse,trackpad",,mouse,2,4,1,0,1015,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,2,4,2,0,1055,0,0,mouse
10,task,"mouse,trackpad",,mouse,2,4,3,0,1021,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,2,4,4,0,996,0,0,mouse
10,task,"mouse,trackpad",,mouse,2,4,5,0,1346,0,0,trackpad
10,task,"mouse,trackpad",,trackpad,2,4,6,0,1035,0,0,mouse
