participantNo,task,condition,forCond,mode,block,oldBlock,trialNo,missCount,dockingTime,wrongModeCount,posMissCount,prevMode
12,baseline,"touch,touch","pen,touch",touch,2,2,8,0,987,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,1,1,0,1295,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,1,2,0,1031,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,1,3,0,1045,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,1,4,0,1297,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,1,5,1,522,0,1,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,1,6,0,1166,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,1,7,0,1563,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,1,1,8,0,1263,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,2,1,0,1384,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,2,2,0,1339,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,2,3,0,1016,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,2,4,0,877,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,2,5,0,838,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,2,6,1,1755,0,1,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,2,7,0,1021,0,0,touch
12,baseline,"touch,touch","trackpad,touch",touch,2,2,8,0,847,0,0,touch
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,1,0,1425,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,2,0,1525,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,3,0,1364,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,4,0,953,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,5,0,884,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,6,0,1142,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,7,0,1375,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,8,0,963,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,1,0,1447,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,2,0,1233,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,3,0,985,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,4,0,1042,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,5,0,1087,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,6,0,728,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,7,0,1223,0,0,trackpad
12,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,8,0,1132,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,1,2,1315,0,2,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,2,0,907,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,3,0,118,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,4,0,2719,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,5,0,1891,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,6,0,1393,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,7,0,1165,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,8,0,1277,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,1,0,1086,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,2,0,1408,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,3,0,1243,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,4,0,1234,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,5,0,1255,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,6,0,1145,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,7,0,1120,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,8,0,873,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,1,0,1448,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,2,0,1684,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,3,0,1976,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,4,0,1255,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,5,0,1380,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,6,0,1413,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,7,0,1166,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,8,0,1636,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,1,0,1525,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,2,0,1145,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,3,0,1155,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,4,0,996,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,5,0,1006,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,6,0,1310,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,7,0,1198,0,0,trackpad
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,8,0,1077,0,0,trackpad
12,task,"mouse,pen",,mouse,1,1,1,0,1047,0,0,pen
12,task,"mouse,pen",,pen,1,1,2,0,1243,0,0,mouse
12,task,"mouse,pen",,mouse,1,1,3,0,1188,0,0,pen
12,task,"mouse,pen",,pen,1,1,4,0,1050,0,0,mouse
12,task,"mouse,pen",,mouse,1,1,5,0,1008,0,0,pen
12,task,"mouse,pen",,pen,1,1,6,1,1314,1,0,mouse
12,task,"mouse,pen",,mouse,1,1,7,0,1561,0,0,pen
12,task,"mouse,pen",,pen,1,1,8,0,1307,0,0,mouse
12,task,"mouse,pen",,mouse,1,2,1,2,1177,1,1,pen
12,task,"mouse,pen",,pen,1,2,2,0,1394,0,0,mouse
12,task,"mouse,pen",,mouse,1,2,3,0,1310,0,0,pen
12,task,"mouse,pen",,pen,1,2,4,0,1282,0,0,mouse
12,task,"mouse,pen",,mouse,1,2,5,0,1952,0,0,pen
12,task,"mouse,pen",,pen,1,2,6,0,1048,0,0,mouse
12,task,"mouse,pen",,mouse,1,2,7,0,1255,0,0,pen
12,task,"mouse,pen",,pen,1,2,8,0,1150,0,0,mouse
12,task,"mouse,pen",,mouse,2,3,1,1,986,1,0,pen
12,task,"mouse,pen",,pen,2,3,2,0,1169,0,0,mouse
12,task,"mouse,pen",,mouse,2,3,3,0,1110,0,0,pen
12,task,"mouse,pen",,pen,2,3,4,0,944,0,0,mouse
12,task,"mouse,pen",,mouse,2,3,5,0,704,0,0,pen
12,task,"mouse,pen",,pen,2,3,6,0,445,0,0,mouse
12,task,"mouse,pen",,mouse,2,3,7,0,1189,0,0,pen
12,task,"mouse,pen",,pen,2,3,8,0,1094,0,0,mouse
12,task,"mouse,pen",,mouse,2,4,1,0,1076,0,0,pen
12,task,"mouse,pen",,pen,2,4,2,0,1578,0,0,mouse
12,task,"mouse,pen",,mouse,2,4,3,0,1167,0,0,pen
12,task,"mouse,pen",,pen,2,4,4,0,866,0,0,mouse
12,task,"mouse,pen",,mouse,2,4,5,0,1333,0,0,pen
12,task,"mouse,pen",,pen,2,4,6,0,1319,0,0,mouse
12,task,"mouse,pen",,mouse,2,4,7,0,1189,0,0,pen
12,task,"mouse,pen",,pen,2,4,8,0,976,0,0,mouse
12,task,"mouse,pen",,mouse,3,5,1,0,874,0,0,pen
12,task,"mouse,pen",,pen,3,5,2,0,1002,0,0,mouse
12,task,"mouse,pen",,mouse,3,5,3,0,1100,0,0,pen
12,task,"mouse,pen",,pen,3,5,4,0,1248,0,0,mouse
12,task,"mouse,pen",,mouse,3,5,5,0,871,0,0,pen
12,task,"mouse,pen",,pen,3,5,6,0,877,0,0,mouse
12,task,"mouse,pen",,mouse,3,5,7,0,852,0,0,pen
12,task,"mouse,pen",,pen,3,5,8,0,859,0,0,mouse
12,task,"mouse,pen",,mouse,3,6,1,0,918,0,0,pen
12,task,"mouse,pen",,pen,3,6,2,0,871,0,0,mouse
12,task,"mouse,pen",,mouse,3,6,3,0,728,0,0,pen
12,task,"mouse,pen",,pen,3,6,4,0,1023,0,0,mouse
12,task,"mouse,pen",,mouse,3,6,5,0,898,0,0,pen
12,task,"mouse,pen",,pen,3,6,6,0,947,0,0,mouse
12,task,"mouse,pen",,mouse,3,6,7,0,1009,0,0,pen
12,task,"mouse,pen",,pen,3,6,8,0,982,1,0,mouse
12,task,"mouse,pen",,mouse,4,7,1,1,832,1,0,pen
12,task,"mouse,pen",,pen,4,7,2,0,1477,0,0,mouse
12,task,"mouse,pen",,mouse,4,7,3,0,1179,0,0,pen
12,task,"mouse,pen",,pen,4,7,4,0,1112,0,0,mouse
12,task,"mouse,pen",,mouse,4,7,5,0,1166,0,0,pen
12,task,"mouse,pen",,pen,4,7,6,0,891,0,0,mouse
12,task,"mouse,pen",,mouse,4,7,7,0,1122,0,0,pen
12,task,"mouse,pen",,pen,4,7,8,0,1132,0,0,mouse
12,task,"mouse,pen",,mouse,4,8,1,0,1064,0,0,pen
12,task,"mouse,pen",,pen,4,8,2,0,415,0,0,mouse
12,task,"mouse,pen",,mouse,4,8,3,0,1098,0,0,pen
12,task,"mouse,pen",,pen,4,8,4,0,1085,0,0,mouse
12,task,"mouse,pen",,mouse,4,8,5,0,1470,0,0,pen
12,task,"mouse,pen",,pen,4,8,6,0,1061,0,0,mouse
12,task,"mouse,pen",,mouse,4,8,7,0,1166,0,0,pen
12,task,"mouse,pen",,pen,4,8,8,0,1015,0,0,mouse
12,task,"mouse,touch",,mouse,1,1,1,0,1221,0,0,touch
12,task,"mouse,touch",,touch,1,1,2,1,1714,0,1,mouse
12,task,"mouse,touch",,mouse,1,1,3,0,1190,0,0,touch
12,task,"mouse,touch",,touch,1,1,4,0,1347,0,0,mouse
12,task,"mouse,touch",,mouse,1,1,5,0,1337,0,0,touch
12,task,"mouse,touch",,touch,1,1,6,1,1254,1,0,mouse
12,task,"mouse,touch",,mouse,1,1,7,0,1357,0,0,touch
12,task,"mouse,touch",,touch,1,1,8,0,466,0,0,mouse
12,task,"mouse,touch",,mouse,1,2,1,0,1058,0,0,touch
12,task,"mouse,touch",,touch,1,2,2,0,1192,0,0,mouse
12,task,"mouse,touch",,mouse,1,2,3,0,941,0,0,touch
12,task,"mouse,touch",,touch,1,2,4,0,1159,0,0,mouse
12,task,"mouse,touch",,mouse,1,2,5,0,1716,0,0,touch
12,task,"mouse,touch",,touch,1,2,6,1,1249,1,0,mouse
12,task,"mouse,touch",,mouse,1,2,7,0,928,0,0,touch
12,task,"mouse,touch",,touch,1,2,8,0,1568,0,0,mouse
12,task,"mouse,touch",,mouse,2,3,1,2,1145,2,0,touch
12,task,"mouse,touch",,touch,2,3,2,0,1262,0,0,mouse
12,task,"mouse,touch",,mouse,2,3,3,0,1200,0,0,touch
12,task,"mouse,touch",,touch,2,3,4,0,724,0,0,mouse
12,task,"mouse,touch",,mouse,2,3,5,0,1289,0,0,touch
12,task,"mouse,touch",,touch,2,3,6,0,1141,0,0,mouse
12,task,"mouse,touch",,mouse,2,3,7,0,1143,0,0,touch
12,task,"mouse,touch",,touch,2,3,8,0,468,0,0,mouse
12,task,"mouse,touch",,mouse,2,4,1,0,962,0,0,touch
12,task,"mouse,touch",,touch,2,4,2,0,1568,0,0,mouse
12,task,"mouse,touch",,mouse,2,4,3,0,1076,0,0,touch
12,task,"mouse,touch",,touch,2,4,4,0,1360,0,0,mouse
12,task,"mouse,touch",,mouse,2,4,5,0,1279,0,0,touch
12,task,"mouse,touch",,touch,2,4,6,0,1681,0,0,mouse
12,task,"mouse,touch",,mouse,2,4,7,0,1447,0,0,touch
12,task,"mouse,touch",,touch,2,4,8,0,1503,1,0,mouse
12,task,"mouse,touch",,mouse,3,5,1,0,1359,0,0,touch
12,task,"mouse,touch",,touch,3,5,2,0,1173,0,0,mouse
12,task,"mouse,touch",,mouse,3,5,3,0,1335,0,0,touch
12,task,"mouse,touch",,touch,3,5,4,0,1038,0,0,mouse
12,task,"mouse,touch",,mouse,3,5,5,0,1022,0,0,touch
12,task,"mouse,touch",,touch,3,5,6,0,1375,0,0,mouse
12,task,"mouse,touch",,mouse,3,5,7,0,1121,0,0,touch
12,task,"mouse,touch",,touch,3,5,8,0,1239,0,0,mouse
12,task,"mouse,touch",,mouse,3,6,1,0,901,0,0,touch
12,task,"mouse,touch",,touch,3,6,2,0,1095,0,0,mouse
12,task,"mouse,touch",,mouse,3,6,3,0,1245,0,0,touch
12,task,"mouse,touch",,touch,3,6,4,3,1488,0,3,mouse
12,task,"mouse,touch",,mouse,3,6,5,0,1278,0,0,touch
12,task,"mouse,touch",,touch,3,6,6,0,1450,0,0,mouse
12,task,"mouse,touch",,mouse,3,6,7,0,1447,0,0,touch
12,task,"mouse,touch",,touch,3,6,8,0,1809,0,0,mouse
12,task,"mouse,touch",,mouse,4,7,1,1,1528,1,0,touch
12,task,"mouse,touch",,touch,4,7,2,0,1147,0,0,mouse
12,task,"mouse,touch",,mouse,4,7,3,0,1502,0,0,touch
12,task,"mouse,touch",,touch,4,7,4,0,1183,0,0,mouse
12,task,"mouse,touch",,mouse,4,7,5,0,1312,0,0,touch
12,task,"mouse,touch",,touch,4,7,6,0,1963,0,0,mouse
12,task,"mouse,touch",,mouse,4,7,7,1,1378,1,0,touch
12,task,"mouse,touch",,touch,4,7,8,0,1102,0,0,mouse
12,task,"mouse,touch",,mouse,4,8,1,0,1460,0,0,touch
12,task,"mouse,touch",,touch,4,8,2,0,1594,0,0,mouse
12,task,"mouse,touch",,mouse,4,8,3,0,1031,0,0,touch
12,task,"mouse,touch",,touch,4,8,4,0,1456,0,0,mouse
12,task,"mouse,touch",,mouse,4,8,5,0,1223,0,0,touch
12,task,"mouse,touch",,touch,4,8,6,0,1435,0,0,mouse
12,task,"mouse,touch",,mouse,4,8,7,0,1469,0,0,touch
12,task,"mouse,touch",,touch,4,8,8,0,1222,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,1,1,0,1087,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,1,2,0,1311,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,1,3,0,1356,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,1,4,0,1537,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,1,5,0,1222,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,1,6,0,1315,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,1,7,0,1088,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,1,8,0,1176,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,2,1,0,995,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,2,2,0,1222,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,2,3,0,1201,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,2,4,0,1570,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,2,5,0,1143,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,2,6,0,1536,0,0,mouse
12,task,"mouse,trackpad",,mouse,1,2,7,0,1097,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,1,2,8,0,918,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,3,1,0,1088,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,3,2,0,1132,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,3,3,0,963,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,3,4,0,1086,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,3,5,0,482,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,3,6,0,1267,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,3,7,0,1359,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,3,8,0,1312,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,4,1,0,817,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,4,2,0,1784,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,4,3,0,1931,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,4,4,0,1254,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,4,5,0,1266,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,4,6,0,1165,0,0,mouse
12,task,"mouse,trackpad",,mouse,2,4,7,0,1548,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,2,4,8,0,1359,0,1,mouse
12,task,"mouse,trackpad",,mouse,3,5,1,0,1088,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,5,2,1,1445,0,1,mouse
12,task,"mouse,trackpad",,mouse,3,5,3,0,1684,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,5,4,0,1717,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,5,5,0,1233,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,5,6,0,1335,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,5,7,0,1593,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,5,8,0,2821,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,6,1,0,1278,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,6,2,0,1379,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,6,3,0,1459,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,6,4,0,1357,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,6,5,1,1402,0,1,trackpad
12,task,"mouse,trackpad",,trackpad,3,6,6,0,1110,0,0,mouse
12,task,"mouse,trackpad",,mouse,3,6,7,0,1234,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,3,6,8,0,1650,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,7,1,0,1854,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,7,2,0,1481,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,7,3,0,987,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,7,4,0,1458,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,7,5,0,1042,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,7,6,0,1266,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,7,7,0,938,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,7,8,0,1188,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,8,1,0,986,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,8,2,0,1233,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,8,3,0,984,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,8,4,1,1023,0,1,mouse
12,task,"mouse,trackpad",,mouse,4,8,5,0,1031,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,8,6,0,1581,0,0,mouse
12,task,"mouse,trackpad",,mouse,4,8,7,0,1267,0,0,trackpad
12,task,"mouse,trackpad",,trackpad,4,8,8,0,909,0,1,mouse
12,task,"pen,touch",,pen,1,1,1,0,763,0,0,touch
12,task,"pen,touch",,touch,1,1,2,0,873,0,0,pen
12,task,"pen,touch",,pen,1,1,3,0,1131,0,0,touch
12,task,"pen,touch",,touch,1,1,4,2,1146,0,2,pen
12,task,"pen,touch",,pen,1,1,5,0,907,0,0,touch
12,task,"pen,touch",,touch,1,1,6,0,1005,0,0,pen
12,task,"pen,touch",,pen,1,1,7,0,1174,0,0,touch
12,task,"pen,touch",,touch,1,1,8,0,990,0,0,pen
12,task,"pen,touch",,pen,1,2,1,0,1009,0,0,touch
12,task,"pen,touch",,touch,1,2,2,0,1249,0,0,pen
12,task,"pen,touch",,pen,1,2,3,0,984,0,0,touch
12,task,"pen,touch",,touch,1,2,4,0,1431,0,0,pen
12,task,"pen,touch",,pen,1,2,5,0,1138,0,0,touch
12,task,"pen,touch",,touch,1,2,6,0,1173,0,0,pen
12,task,"pen,touch",,pen,1,2,7,0,1210,0,0,touch
12,task,"pen,touch",,touch,1,2,8,0,947,0,0,pen
12,task,"pen,touch",,pen,2,3,1,0,902,0,0,touch
12,task,"pen,touch",,touch,2,3,2,0,1102,0,0,pen
12,task,"pen,touch",,pen,2,3,3,0,945,0,0,touch
12,task,"pen,touch",,touch,2,3,4,0,1231,0,0,pen
12,task,"pen,touch",,pen,2,3,5,0,1251,0,0,touch
12,task,"pen,touch",,touch,2,3,6,0,1204,0,0,pen
12,task,"pen,touch",,pen,2,3,7,0,1919,0,0,touch
12,task,"pen,touch",,touch,2,3,8,0,972,0,0,pen
12,task,"pen,touch",,pen,2,4,1,0,962,0,0,touch
12,task,"pen,touch",,touch,2,4,2,1,1370,1,0,pen
12,task,"pen,touch",,pen,2,4,3,0,1305,0,0,touch
12,task,"pen,touch",,touch,2,4,4,0,934,0,0,pen
12,task,"pen,touch",,pen,2,4,5,0,972,0,0,touch
12,task,"pen,touch",,touch,2,4,6,0,810,0,0,pen
12,task,"pen,touch",,pen,2,4,7,0,721,0,0,touch
12,task,"pen,touch",,touch,2,4,8,0,1334,0,0,pen
12,task,"pen,touch",,pen,3,5,1,1,904,1,0,touch
12,task,"pen,touch",,touch,3,5,2,1,834,1,0,pen
12,task,"pen,touch",,pen,3,5,3,0,1342,0,0,touch
12,task,"pen,touch",,touch,3,5,4,0,1164,0,0,pen
12,task,"pen,touch",,pen,3,5,5,0,1075,0,0,touch
12,task,"pen,touch",,touch,3,5,6,0,716,0,0,pen
12,task,"pen,touch",,pen,3,5,7,0,1090,0,0,touch
12,task,"pen,touch",,touch,3,5,8,0,1170,0,0,pen
12,task,"pen,touch",,pen,3,6,1,0,1240,0,0,touch
12,task,"pen,touch",,touch,3,6,2,0,1287,0,0,pen
12,task,"pen,touch",,pen,3,6,3,0,1126,0,0,touch
12,task,"pen,touch",,touch,3,6,4,0,1182,0,0,pen
12,task,"pen,touch",,pen,3,6,5,0,809,0,0,touch
12,task,"pen,touch",,touch,3,6,6,0,1168,0,0,pen
12,task,"pen,touch",,pen,3,6,7,0,1261,0,0,touch
12,task,"pen,touch",,touch,3,6,8,0,1686,0,0,pen
12,task,"pen,touch",,pen,4,7,1,0,1090,0,0,touch
12,task,"pen,touch",,touch,4,7,2,0,1154,0,0,pen
12,task,"pen,touch",,pen,4,7,3,0,1114,0,0,touch
12,task,"pen,touch",,touch,4,7,4,0,1197,0,0,pen
12,task,"pen,touch",,pen,4,7,5,0,1083,0,0,touch
12,task,"pen,touch",,touch,4,7,6,0,1022,0,0,pen
12,task,"pen,touch",,pen,4,7,7,0,1085,0,0,touch
12,task,"pen,touch",,touch,4,7,8,0,1058,0,0,pen
12,task,"pen,touch",,pen,4,8,1,0,1032,0,0,touch
12,task,"pen,touch",,touch,4,8,2,1,873,1,0,pen
12,task,"pen,touch",,pen,4,8,3,0,985,0,0,touch
12,task,"pen,touch",,touch,4,8,4,0,1095,0,0,pen
12,task,"pen,touch",,pen,4,8,5,0,828,0,0,touch
12,task,"pen,touch",,touch,4,8,6,0,1060,0,0,pen
12,task,"pen,touch",,pen,4,8,7,1,429,0,1,touch
12,task,"pen,touch",,touch,4,8,8,0,1063,0,0,pen
12,task,"trackpad,pen",,trackpad,1,1,1,0,1256,0,0,pen
12,task,"trackpad,pen",,pen,1,1,2,0,1441,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,1,3,0,1954,0,0,pen
12,task,"trackpad,pen",,pen,1,1,4,0,1446,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,1,5,0,1886,0,0,pen
12,task,"trackpad,pen",,pen,1,1,6,0,1388,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,1,7,0,2121,0,0,pen
12,task,"trackpad,pen",,pen,1,1,8,0,1528,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,2,1,0,1357,0,0,pen
12,task,"trackpad,pen",,pen,1,2,2,0,1398,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,2,3,1,1629,0,1,pen
12,task,"trackpad,pen",,pen,1,2,4,0,1505,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,2,5,0,1795,0,0,pen
12,task,"trackpad,pen",,pen,1,2,6,0,1515,0,0,trackpad
12,task,"trackpad,pen",,trackpad,1,2,7,0,1559,0,0,pen
12,task,"trackpad,pen",,pen,1,2,8,0,1405,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,3,1,0,1560,0,0,pen
12,task,"trackpad,pen",,pen,2,3,2,0,1281,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,3,3,0,1032,0,0,pen
12,task,"trackpad,pen",,pen,2,3,4,0,1046,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,3,5,0,1672,0,0,pen
12,task,"trackpad,pen",,pen,2,3,6,0,1150,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,3,7,0,1874,0,0,pen
12,task,"trackpad,pen",,pen,2,3,8,0,1365,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,4,1,0,1573,0,0,pen
12,task,"trackpad,pen",,pen,2,4,2,0,1224,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,4,3,0,1479,0,0,pen
12,task,"trackpad,pen",,pen,2,4,4,0,949,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,4,5,0,1366,0,0,pen
12,task,"trackpad,pen",,pen,2,4,6,0,1072,0,0,trackpad
12,task,"trackpad,pen",,trackpad,2,4,7,0,1326,0,0,pen
12,task,"trackpad,pen",,pen,2,4,8,0,924,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,5,1,0,1054,0,0,pen
12,task,"trackpad,pen",,pen,3,5,2,0,1001,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,5,3,1,1469,1,0,pen
12,task,"trackpad,pen",,pen,3,5,4,0,1254,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,5,5,0,1580,0,0,pen
12,task,"trackpad,pen",,pen,3,5,6,0,986,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,5,7,0,1628,0,0,pen
12,task,"trackpad,pen",,pen,3,5,8,0,1176,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,6,1,0,1343,0,0,pen
12,task,"trackpad,pen",,pen,3,6,2,0,1790,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,6,3,0,1403,0,0,pen
12,task,"trackpad,pen",,pen,3,6,4,0,1342,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,6,5,0,1378,0,0,pen
12,task,"trackpad,pen",,pen,3,6,6,0,869,0,0,trackpad
12,task,"trackpad,pen",,trackpad,3,6,7,0,1382,0,0,pen
12,task,"trackpad,pen",,pen,3,6,8,0,1103,0,0,trackpad
