participantNo,task,condition,forCond,mode,block,cycleNo,cycleType,trialNos,switchingTime,switchMissCount,wrongModeCount,posMissCount,msTimeA,msTimeB,msTimeC
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,A,"1,2",1020,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,A,"3,4",934,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,A,"5,6",693,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,2,1,A,"1,2",678,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,2,1,A,"3,4",750,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,2,1,A,"5,6",672,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,A,"1,2",1160,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,A,"3,4",1070,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,A,"5,6",780,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,1,A,"1,2",897,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,1,A,"3,4",977,0,0,0,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,1,A,"5,6",749,0,0,0,0,0,0
10,baseline,"mouse,mouse","touch,mouse",mouse,1,1,A,"1,2",2098,0,0,0,0,0,0
10,baseline,"mouse,mouse","touch,mouse",mouse,1,1,A,"3,4",1623,0,0,0,0,0,0
10,baseline,"mouse,mouse","touch,mouse",mouse,1,1,A,"5,6",994,0,0,0,0,0,0
10,baseline,"mouse,mouse","touch,mouse",mouse,2,1,A,"1,2",975,0,0,0,0,0,0
10,baseline,"mouse,mouse","touch,mouse",mouse,2,1,A,"3,4",766,0,0,0,0,0,0
10,baseline,"mouse,mouse","touch,mouse",mouse,2,1,A,"5,6",842,0,0,0,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,1,1,A,"1,2",577,0,0,0,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,1,1,A,"3,4",613,0,0,0,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,1,1,A,"5,6",697,0,0,0,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,2,1,A,"1,2",694,0,0,0,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,2,1,A,"3,4",556,0,0,0,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,2,1,A,"5,6",565,0,0,0,0,0,0
10,baseline,"pen,pen","pen,touch",pen,1,1,A,"1,2",636,0,0,0,0,0,0
10,baseline,"pen,pen","pen,touch",pen,1,1,A,"3,4",550,0,0,0,0,0,0
10,baseline,"pen,pen","pen,touch",pen,1,1,A,"5,6",568,0,0,0,0,0,0
10,baseline,"pen,pen","pen,touch",pen,2,1,A,"1,2",544,0,0,0,0,0,0
10,baseline,"pen,pen","pen,touch",pen,2,1,A,"3,4",601,0,0,0,0,0,0
10,baseline,"pen,pen","pen,touch",pen,2,1,A,"5,6",662,0,0,0,0,0,0
10,baseline,"pen,pen","trackpad,pen",pen,1,1,A,"1,2",640,0,0,0,0,0,0
10,baseline,"pen,pen","trackpad,pen",pen,1,1,A,"3,4",566,0,0,0,0,0,0
10,baseline,"pen,pen","trackpad,pen",pen,1,1,A,"5,6",536,0,0,0,0,0,0
10,baseline,"pen,pen","trackpad,pen",pen,2,1,A,"1,2",240,0,0,0,0,0,0
10,baseline,"pen,pen","trackpad,pen",pen,2,1,A,"3,4",565,0,0,0,0,0,0
10,baseline,"pen,pen","trackpad,pen",pen,2,1,A,"5,6",556,0,0,0,0,0,0
10,baseline,"touch,touch","pen,touch",touch,1,1,A,"1,2",555,0,0,0,0,0,0
10,baseline,"touch,touch","pen,touch",touch,1,1,A,"3,4",514,0,0,0,0,0,0
10,baseline,"touch,touch","pen,touch",touch,1,1,A,"5,6",577,0,0,0,0,0,0
10,baseline,"touch,touch","pen,touch",touch,2,1,A,"1,2",555,0,0,0,0,0,0
10,baseline,"touch,touch","pen,touch",touch,2,1,A,"3,4",541,0,0,0,0,0,0
10,baseline,"touch,touch","pen,touch",touch,2,1,A,"5,6",516,0,0,0,0,0,0
10,baseline,"touch,touch","touch,mouse",touch,1,1,A,"1,2",2190,0,0,0,0,0,0
10,baseline,"touch,touch","touch,mouse",touch,1,1,A,"3,4",1213,0,0,0,0,0,0
10,baseline,"touch,touch","touch,mouse",touch,1,1,A,"5,6",1344,0,0,0,0,0,0
10,baseline,"touch,touch","touch,mouse",touch,2,1,A,"1,2",597,0,0,0,0,0,0
10,baseline,"touch,touch","touch,mouse",touch,2,1,A,"3,4",662,0,0,0,0,0,0
10,baseline,"touch,touch","touch,mouse",touch,2,1,A,"5,6",593,0,0,0,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,1,1,A,"1,2",577,0,0,0,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,1,1,A,"3,4",564,0,0,0,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,1,1,A,"5,6",541,0,0,0,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,2,1,A,"1,2",577,0,0,0,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,2,1,A,"3,4",549,0,0,0,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,2,1,A,"5,6",587,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,A,"1,2",1739,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,A,"3,4",1586,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,A,"5,6",1824,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,1,A,"1,2",723,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,1,A,"3,4",1252,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,1,A,"5,6",1097,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,1,1,A,"1,2",1088,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,1,1,A,"3,4",1038,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,1,1,A,"5,6",1008,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,2,1,A,"1,2",1067,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,2,1,A,"3,4",659,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,2,1,A,"5,6",707,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,A,"1,2",1328,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,A,"3,4",943,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,A,"5,6",843,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,1,A,"1,2",717,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,1,A,"3,4",242,0,0,0,0,0,0
10,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,1,A,"5,6",961,0,0,0,0,0,0
10,task,"mouse,pen",,mouse,1,1,A,"1,2",1131,0,0,0,-277.16666666666697,514.0,426.9166666666665
10,task,"mouse,pen",,pen,1,2,B,"2,3",1656,0,0,0,247.83333333333303,864.833333333333,951.9166666666665
10,task,"mouse,pen",,mouse,1,3,A,"3,4",1062,0,0,0,-346.16666666666697,445.0,357.9166666666665
10,task,"mouse,pen",,pen,1,4,B,"4,5",1283,0,0,0,-125.16666666666697,491.83333333333303,578.9166666666665
10,task,"mouse,pen",,mouse,1,5,A,"5,6",1172,0,0,0,-236.16666666666697,555.0,467.9166666666665
10,task,"mouse,pen",,pen,1,6,B,"6,7",1389,0,0,0,-19.16666666666697,597.833333333333,684.9166666666665
10,task,"mouse,pen",,mouse,1,7,A,"7,8",1091,0,0,0,-317.16666666666697,474.0,386.9166666666665
10,task,"mouse,pen",,pen,1,8,B,"8,9",1249,0,0,0,-159.16666666666697,457.83333333333303,544.9166666666665
10,task,"mouse,pen",,mouse,1,9,A,"9,10",1076,0,0,0,-332.16666666666697,459.0,371.9166666666665
10,task,"mouse,pen",,pen,1,10,B,"10,11",2131,0,0,0,722.833333333333,1339.833333333333,1426.9166666666665
10,task,"mouse,pen",,mouse,1,11,A,"11,12",1412,0,0,0,3.83333333333303,795.0,707.9166666666665
10,task,"mouse,pen",,pen,1,12,B,"12,13",1645,0,0,0,236.83333333333303,853.833333333333,940.9166666666665
10,task,"mouse,pen",,mouse,1,13,A,"13,14",1104,0,0,0,-304.16666666666697,487.0,399.9166666666665
10,task,"mouse,pen",,mouse,2,1,A,"1,2",1267,0,0,0,-141.16666666666697,650.0,562.9166666666665
10,task,"mouse,pen",,pen,2,2,B,"2,3",1566,0,0,0,157.83333333333303,774.833333333333,861.9166666666665
10,task,"mouse,pen",,mouse,2,3,A,"3,4",1080,0,0,0,-328.16666666666697,463.0,375.9166666666665
10,task,"mouse,pen",,pen,2,4,B,"4,5",1278,0,0,0,-130.16666666666697,486.83333333333303,573.9166666666665
10,task,"mouse,pen",,mouse,2,5,A,"5,6",1131,0,0,0,-277.16666666666697,514.0,426.9166666666665
10,task,"mouse,pen",,pen,2,6,B,"6,7",1169,0,0,0,-239.16666666666697,377.83333333333303,464.9166666666665
10,task,"mouse,pen",,mouse,2,7,A,"7,8",1335,0,0,0,-73.16666666666697,718.0,630.9166666666665
10,task,"mouse,pen",,pen,2,8,B,"8,9",1588,0,0,0,179.83333333333303,796.833333333333,883.9166666666665
10,task,"mouse,pen",,mouse,2,9,A,"9,10",1229,0,0,0,-179.16666666666697,612.0,524.9166666666665
10,task,"mouse,pen",,pen,2,10,B,"10,11",1465,1,1,0,56.83333333333303,673.833333333333,760.9166666666665
10,task,"mouse,pen",,mouse,2,11,A,"11,12",1002,0,0,0,-406.16666666666697,385.0,297.9166666666665
10,task,"mouse,pen",,pen,2,12,B,"12,13",1258,0,0,0,-150.16666666666697,466.83333333333303,553.9166666666665
10,task,"mouse,pen",,mouse,2,13,A,"13,14",841,0,0,0,-567.166666666667,224.0,136.91666666666652
10,task,"mouse,pen",,mouse,3,1,A,"1,2",825,0,0,0,-583.166666666667,208.0,120.91666666666652
10,task,"mouse,pen",,pen,3,2,B,"2,3",1195,0,0,0,-213.16666666666697,403.83333333333303,490.9166666666665
10,task,"mouse,pen",,mouse,3,3,A,"3,4",1229,0,0,0,-179.16666666666697,612.0,524.9166666666665
10,task,"mouse,pen",,pen,3,4,B,"4,5",1195,0,0,0,-213.16666666666697,403.83333333333303,490.9166666666665
10,task,"mouse,pen",,mouse,3,5,A,"5,6",1133,0,0,0,-275.16666666666697,516.0,428.9166666666665
10,task,"mouse,pen",,pen,3,6,B,"6,7",1404,0,0,0,-4.16666666666697,612.833333333333,699.9166666666665
10,task,"mouse,pen",,mouse,3,7,A,"7,8",1193,0,0,0,-215.16666666666697,576.0,488.9166666666665
10,task,"mouse,pen",,pen,3,8,B,"8,9",1317,0,0,0,-91.16666666666697,525.833333333333,612.9166666666665
10,task,"mouse,pen",,mouse,3,9,A,"9,10",1182,0,0,0,-226.16666666666697,565.0,477.9166666666665
10,task,"mouse,pen",,pen,3,10,B,"10,11",1265,0,0,0,-143.16666666666697,473.83333333333303,560.9166666666665
10,task,"mouse,pen",,mouse,3,11,A,"11,12",1062,0,0,0,-346.16666666666697,445.0,357.9166666666665
10,task,"mouse,pen",,pen,3,12,B,"12,13",1844,0,0,0,435.83333333333303,1052.833333333333,1139.9166666666665
10,task,"mouse,pen",,mouse,3,13,A,"13,14",1110,0,0,0,-298.16666666666697,493.0,405.9166666666665
10,task,"mouse,pen",,mouse,4,1,A,"1,2",1115,0,0,0,-293.16666666666697,498.0,410.9166666666665
10,task,"mouse,pen",,pen,4,2,B,"2,3",1257,0,0,0,-151.16666666666697,465.83333333333303,552.9166666666665
10,task,"mouse,pen",,mouse,4,3,A,"3,4",969,0,0,0,-439.16666666666697,352.0,264.9166666666665
10,task,"mouse,pen",,pen,4,4,B,"4,5",1118,0,0,0,-290.16666666666697,326.83333333333303,413.9166666666665
10,task,"mouse,pen",,mouse,4,5,A,"5,6",778,0,0,0,-630.166666666667,161.0,73.91666666666652
10,task,"mouse,pen",,pen,4,6,B,"6,7",1180,1,1,0,-228.16666666666697,388.83333333333303,475.9166666666665
10,task,"mouse,pen",,mouse,4,7,A,"7,8",429,0,0,0,-979.166666666667,-188.0,-275.0833333333335
10,task,"mouse,pen",,pen,4,8,B,"8,9",1425,0,0,0,16.83333333333303,633.833333333333,720.9166666666665
10,task,"mouse,pen",,mouse,4,9,A,"9,10",895,0,0,0,-513.166666666667,278.0,190.91666666666652
10,task,"mouse,pen",,pen,4,10,B,"10,11",1538,0,0,0,129.83333333333303,746.833333333333,833.9166666666665
10,task,"mouse,pen",,mouse,4,11,A,"11,12",1047,0,0,0,-361.16666666666697,430.0,342.9166666666665
10,task,"mouse,pen",,pen,4,12,B,"12,13",1685,0,0,0,276.83333333333303,893.833333333333,980.9166666666665
10,task,"mouse,pen",,mouse,4,13,A,"13,14",796,0,0,0,-612.166666666667,179.0,91.91666666666652
10,task,"mouse,touch",,mouse,1,1,A,"1,2",2345,0,0,0,28.83333333333985,1245.16666666667,1186.91666666667
10,task,"mouse,touch",,touch,1,2,B,"2,3",2550,0,0,0,233.83333333333985,1333.66666666667,1391.91666666667
10,task,"mouse,touch",,mouse,1,3,A,"3,4",1472,0,0,0,-844.1666666666601,372.1666666666699,313.9166666666699
10,task,"mouse,touch",,touch,1,4,B,"4,5",2617,0,0,0,300.83333333333985,1400.66666666667,1458.91666666667
10,task,"mouse,touch",,mouse,1,5,A,"5,6",1381,0,0,0,-935.1666666666601,281.1666666666699,222.91666666666993
10,task,"mouse,touch",,touch,1,6,B,"6,7",2158,0,0,0,-158.16666666666015,941.6666666666699,999.9166666666699
10,task,"mouse,touch",,mouse,1,7,A,"7,8",1382,0,0,0,-934.1666666666601,282.1666666666699,223.91666666666993
10,task,"mouse,touch",,touch,1,8,B,"8,9",1933,0,0,0,-383.16666666666015,716.6666666666699,774.9166666666699
10,task,"mouse,touch",,mouse,1,9,A,"9,10",1320,0,0,0,-996.1666666666601,220.16666666666993,161.91666666666993
10,task,"mouse,touch",,touch,1,10,B,"10,11",2361,0,0,0,44.83333333333985,1144.66666666667,1202.91666666667
10,task,"mouse,touch",,mouse,1,11,A,"11,12",1073,0,0,0,-1243.1666666666601,-26.833333333330074,-85.08333333333007
10,task,"mouse,touch",,touch,1,12,B,"12,13",2173,0,0,0,-143.16666666666015,956.6666666666699,1014.9166666666699
10,task,"mouse,touch",,mouse,1,13,A,"13,14",841,0,0,0,-1475.1666666666601,-258.8333333333301,-317.0833333333301
10,task,"mouse,touch",,mouse,2,1,A,"1,2",926,0,0,0,-1390.1666666666601,-173.83333333333007,-232.08333333333007
10,task,"mouse,touch",,touch,2,2,B,"2,3",1854,0,0,0,-462.16666666666015,637.6666666666699,695.9166666666699
10,task,"mouse,touch",,mouse,2,3,A,"3,4",971,0,0,0,-1345.1666666666601,-128.83333333333007,-187.08333333333007
10,task,"mouse,touch",,touch,2,4,B,"4,5",973,0,0,0,-1343.1666666666601,-243.33333333333007,-185.08333333333007
10,task,"mouse,touch",,mouse,2,5,A,"5,6",1334,0,0,0,-982.1666666666601,234.16666666666993,175.91666666666993
10,task,"mouse,touch",,touch,2,6,B,"6,7",1615,0,0,0,-701.1666666666601,398.6666666666699,456.9166666666699
10,task,"mouse,touch",,mouse,2,7,A,"7,8",954,0,0,0,-1362.1666666666601,-145.83333333333007,-204.08333333333007
10,task,"mouse,touch",,touch,2,8,B,"8,9",1896,0,0,0,-420.16666666666015,679.6666666666699,737.9166666666699
10,task,"mouse,touch",,mouse,2,9,A,"9,10",1013,0,0,0,-1303.1666666666601,-86.83333333333007,-145.08333333333007
10,task,"mouse,touch",,touch,2,10,B,"10,11",1995,0,0,0,-321.16666666666015,778.6666666666699,836.9166666666699
10,task,"mouse,touch",,mouse,2,11,A,"11,12",1367,0,0,0,-949.1666666666601,267.1666666666699,208.91666666666993
10,task,"mouse,touch",,touch,2,12,B,"12,13",2094,0,0,0,-222.16666666666015,877.6666666666699,935.9166666666699
10,task,"mouse,touch",,mouse,2,13,A,"13,14",879,0,0,0,-1437.1666666666601,-220.83333333333007,-279.0833333333301
10,task,"mouse,touch",,mouse,3,1,A,"1,2",1288,0,0,0,-1028.1666666666601,188.16666666666993,129.91666666666993
10,task,"mouse,touch",,touch,3,2,B,"2,3",2177,0,0,0,-139.16666666666015,960.6666666666699,1018.9166666666699
10,task,"mouse,touch",,mouse,3,3,A,"3,4",817,0,0,0,-1499.1666666666601,-282.8333333333301,-341.0833333333301
10,task,"mouse,touch",,touch,3,4,B,"4,5",1700,0,0,0,-616.1666666666601,483.6666666666699,541.9166666666699
10,task,"mouse,touch",,mouse,3,5,A,"5,6",1017,0,0,0,-1299.1666666666601,-82.83333333333007,-141.08333333333007
10,task,"mouse,touch",,touch,3,6,B,"6,7",1326,0,0,0,-990.1666666666601,109.66666666666993,167.91666666666993
10,task,"mouse,touch",,mouse,3,7,A,"7,8",782,0,0,0,-1534.1666666666601,-317.8333333333301,-376.0833333333301
10,task,"mouse,touch",,touch,3,8,B,"8,9",1467,0,0,0,-849.1666666666601,250.66666666666993,308.9166666666699
10,task,"mouse,touch",,mouse,3,9,A,"9,10",904,0,0,0,-1412.1666666666601,-195.83333333333007,-254.08333333333007
10,task,"mouse,touch",,touch,3,10,B,"10,11",1520,0,0,0,-796.1666666666601,303.6666666666699,361.9166666666699
10,task,"mouse,touch",,mouse,3,11,A,"11,12",1001,0,0,0,-1315.1666666666601,-98.83333333333007,-157.08333333333007
10,task,"mouse,touch",,touch,3,12,B,"12,13",1838,0,0,0,-478.16666666666015,621.6666666666699,679.9166666666699
10,task,"mouse,touch",,mouse,3,13,A,"13,14",965,0,0,0,-1351.1666666666601,-134.83333333333007,-193.08333333333007
10,task,"mouse,touch",,mouse,4,1,A,"1,2",1150,0,0,0,-1166.1666666666601,50.166666666669926,-8.083333333330074
10,task,"mouse,touch",,touch,4,2,B,"2,3",1815,0,0,0,-501.16666666666015,598.6666666666699,656.9166666666699
10,task,"mouse,touch",,mouse,4,3,A,"3,4",913,0,0,0,-1403.1666666666601,-186.83333333333007,-245.08333333333007
10,task,"mouse,touch",,touch,4,4,B,"4,5",1489,0,0,0,-827.1666666666601,272.6666666666699,330.9166666666699
10,task,"mouse,touch",,mouse,4,5,A,"5,6",1219,0,0,0,-1097.1666666666601,119.16666666666993,60.916666666669926
10,task,"mouse,touch",,touch,4,6,B,"6,7",1498,0,0,0,-818.1666666666601,281.6666666666699,339.9166666666699
10,task,"mouse,touch",,mouse,4,7,A,"7,8",1580,0,0,0,-736.1666666666601,480.1666666666699,421.9166666666699
10,task,"mouse,touch",,touch,4,8,B,"8,9",1505,0,0,0,-811.1666666666601,288.6666666666699,346.9166666666699
10,task,"mouse,touch",,mouse,4,9,A,"9,10",1104,0,0,0,-1212.1666666666601,4.166666666669926,-54.083333333330074
10,task,"mouse,touch",,touch,4,10,B,"10,11",1905,0,0,0,-411.16666666666015,688.6666666666699,746.9166666666699
10,task,"mouse,touch",,mouse,4,11,A,"11,12",860,0,0,0,-1456.1666666666601,-239.83333333333007,-298.0833333333301
10,task,"mouse,touch",,touch,4,12,B,"12,13",1438,0,0,0,-878.1666666666601,221.66666666666993,279.9166666666699
10,task,"mouse,touch",,mouse,4,13,A,"13,14",2139,0,0,0,-177.16666666666015,1039.16666666667,980.9166666666699
10,task,"mouse,trackpad",,mouse,1,1,A,"1,2",2751,0,0,0,441.99999999999727,1380.83333333333,1596.4999999999986
10,task,"mouse,trackpad",,trackpad,1,2,B,"2,3",2347,0,0,0,37.99999999999727,1408.166666666667,1192.4999999999986
10,task,"mouse,trackpad",,mouse,1,3,A,"3,4",2667,0,0,0,357.99999999999727,1296.83333333333,1512.4999999999986
10,task,"mouse,trackpad",,trackpad,1,4,B,"4,5",2666,0,0,0,356.99999999999727,1727.166666666667,1511.4999999999986
10,task,"mouse,trackpad",,mouse,1,5,A,"5,6",2098,0,0,0,-211.00000000000273,727.8333333333301,943.4999999999986
10,task,"mouse,trackpad",,trackpad,1,6,B,"6,7",1901,0,0,0,-408.00000000000273,962.166666666667,746.4999999999986
10,task,"mouse,trackpad",,mouse,1,7,A,"7,8",1679,0,0,0,-630.0000000000027,308.8333333333301,524.4999999999986
10,task,"mouse,trackpad",,trackpad,1,8,B,"8,9",1963,0,0,0,-346.00000000000273,1024.166666666667,808.4999999999986
10,task,"mouse,trackpad",,mouse,1,9,A,"9,10",1924,0,0,0,-385.00000000000273,553.8333333333301,769.4999999999986
10,task,"mouse,trackpad",,trackpad,1,10,B,"10,11",2082,0,0,0,-227.00000000000273,1143.166666666667,927.4999999999986
10,task,"mouse,trackpad",,mouse,1,11,A,"11,12",1617,0,0,0,-692.0000000000027,246.83333333333007,462.49999999999864
10,task,"mouse,trackpad",,trackpad,1,12,B,"12,13",2052,0,0,0,-257.00000000000273,1113.166666666667,897.4999999999986
10,task,"mouse,trackpad",,mouse,1,13,A,"13,14",1716,0,0,0,-593.0000000000027,345.8333333333301,561.4999999999986
10,task,"mouse,trackpad",,mouse,2,1,A,"1,2",1671,0,0,0,-638.0000000000027,300.8333333333301,516.4999999999986
10,task,"mouse,trackpad",,trackpad,2,2,B,"2,3",1663,0,0,0,-646.0000000000027,724.166666666667,508.49999999999864
10,task,"mouse,trackpad",,mouse,2,3,A,"3,4",1685,0,0,0,-624.0000000000027,314.8333333333301,530.4999999999986
10,task,"mouse,trackpad",,trackpad,2,4,B,"4,5",1645,0,0,0,-664.0000000000027,706.166666666667,490.49999999999864
10,task,"mouse,trackpad",,mouse,2,5,A,"5,6",1388,0,0,0,-921.0000000000027,17.833333333330074,233.49999999999864
10,task,"mouse,trackpad",,trackpad,2,6,B,"6,7",2116,0,0,0,-193.00000000000273,1177.166666666667,961.4999999999986
10,task,"mouse,trackpad",,mouse,2,7,A,"7,8",1510,0,0,0,-799.0000000000027,139.83333333333007,355.49999999999864
10,task,"mouse,trackpad",,trackpad,2,8,B,"8,9",1814,0,0,0,-495.00000000000273,875.166666666667,659.4999999999986
10,task,"mouse,trackpad",,mouse,2,9,A,"9,10",1631,0,0,0,-678.0000000000027,260.8333333333301,476.49999999999864
10,task,"mouse,trackpad",,trackpad,2,10,B,"10,11",3013,0,0,0,703.9999999999973,2074.166666666667,1858.4999999999986
10,task,"mouse,trackpad",,mouse,2,11,A,"11,12",1809,0,0,0,-500.00000000000273,438.8333333333301,654.4999999999986
10,task,"mouse,trackpad",,trackpad,2,12,B,"12,13",1873,0,0,0,-436.00000000000273,934.166666666667,718.4999999999986
10,task,"mouse,trackpad",,mouse,2,13,A,"13,14",1610,0,0,0,-699.0000000000027,239.83333333333007,455.49999999999864
10,task,"mouse,trackpad",,mouse,3,1,A,"1,2",1388,0,0,0,-921.0000000000027,17.833333333330074,233.49999999999864
10,task,"mouse,trackpad",,trackpad,3,2,B,"2,3",2098,0,0,0,-211.00000000000273,1159.166666666667,943.4999999999986
10,task,"mouse,trackpad",,mouse,3,3,A,"3,4",1599,0,0,0,-710.0000000000027,228.83333333333007,444.49999999999864
10,task,"mouse,trackpad",,trackpad,3,4,B,"4,5",1755,0,0,0,-554.0000000000027,816.166666666667,600.4999999999986
10,task,"mouse,trackpad",,mouse,3,5,A,"5,6",1830,0,0,0,-479.00000000000273,459.8333333333301,675.4999999999986
10,task,"mouse,trackpad",,trackpad,3,6,B,"6,7",1366,0,0,0,-943.0000000000027,427.16666666666697,211.49999999999864
10,task,"mouse,trackpad",,mouse,3,7,A,"7,8",1162,0,0,0,-1147.0000000000027,-208.16666666666993,7.499999999998636
10,task,"mouse,trackpad",,trackpad,3,8,B,"8,9",1449,0,0,0,-860.0000000000027,510.16666666666697,294.49999999999864
10,task,"mouse,trackpad",,mouse,3,9,A,"9,10",1770,0,0,0,-539.0000000000027,399.8333333333301,615.4999999999986
10,task,"mouse,trackpad",,trackpad,3,10,B,"10,11",2684,0,0,0,374.99999999999727,1745.166666666667,1529.4999999999986
10,task,"mouse,trackpad",,mouse,3,11,A,"11,12",1881,0,0,0,-428.00000000000273,510.8333333333301,726.4999999999986
10,task,"mouse,trackpad",,trackpad,3,12,B,"12,13",2025,0,0,0,-284.00000000000273,1086.166666666667,870.4999999999986
10,task,"mouse,trackpad",,mouse,3,13,A,"13,14",1412,0,0,0,-897.0000000000027,41.833333333330074,257.49999999999864
10,task,"mouse,trackpad",,mouse,4,1,A,"1,2",1583,0,0,0,-726.0000000000027,212.83333333333007,428.49999999999864
10,task,"mouse,trackpad",,trackpad,4,2,B,"2,3",2418,0,0,0,108.99999999999727,1479.166666666667,1263.4999999999986
10,task,"mouse,trackpad",,mouse,4,3,A,"3,4",1374,0,0,0,-935.0000000000027,3.8333333333300743,219.49999999999864
10,task,"mouse,trackpad",,trackpad,4,4,B,"4,5",2053,0,0,0,-256.00000000000273,1114.166666666667,898.4999999999986
10,task,"mouse,trackpad",,mouse,4,5,A,"5,6",1028,0,0,0,-1281.0000000000027,-342.1666666666699,-126.50000000000136
10,task,"mouse,trackpad",,trackpad,4,6,B,"6,7",2150,0,0,0,-159.00000000000273,1211.166666666667,995.4999999999986
10,task,"mouse,trackpad",,mouse,4,7,A,"7,8",1444,0,0,0,-865.0000000000027,73.83333333333007,289.49999999999864
10,task,"mouse,trackpad",,trackpad,4,8,B,"8,9",1376,0,0,0,-933.0000000000027,437.16666666666697,221.49999999999864
10,task,"mouse,trackpad",,mouse,4,9,A,"9,10",1824,0,0,0,-485.00000000000273,453.8333333333301,669.4999999999986
10,task,"mouse,trackpad",,trackpad,4,10,B,"10,11",2427,0,0,0,117.99999999999727,1488.166666666667,1272.4999999999986
10,task,"mouse,trackpad",,mouse,4,11,A,"11,12",1912,0,0,0,-397.00000000000273,541.8333333333301,757.4999999999986
10,task,"mouse,trackpad",,trackpad,4,12,B,"12,13",2117,0,0,0,-192.00000000000273,1178.166666666667,962.4999999999986
10,task,"mouse,trackpad",,mouse,4,13,A,"13,14",1868,0,0,0,-441.00000000000273,497.8333333333301,713.4999999999986
10,task,"pen,touch",,pen,1,1,A,"1,2",1455,0,0,0,318.5,912.0,886.75
10,task,"pen,touch",,touch,1,2,B,"2,3",1420,0,0,0,283.5,826.5,851.75
10,task,"pen,touch",,pen,1,3,A,"3,4",996,0,0,0,-140.5,453.0,427.75
10,task,"pen,touch",,touch,1,4,B,"4,5",359,0,0,0,-777.5,-234.5,-209.25
10,task,"pen,touch",,pen,1,5,A,"5,6",797,0,0,0,-339.5,254.0,228.75
10,task,"pen,touch",,touch,1,6,B,"6,7",699,0,0,0,-437.5,105.5,130.75
10,task,"pen,touch",,pen,1,7,A,"7,8",1408,0,0,0,271.5,865.0,839.75
10,task,"pen,touch",,touch,1,8,B,"8,9",738,0,0,0,-398.5,144.5,169.75
10,task,"pen,touch",,pen,1,9,A,"9,10",966,0,0,0,-170.5,423.0,397.75
10,task,"pen,touch",,touch,1,10,B,"10,11",656,0,0,0,-480.5,62.5,87.75
10,task,"pen,touch",,pen,1,11,A,"11,12",713,0,0,0,-423.5,170.0,144.75
10,task,"pen,touch",,touch,1,12,B,"12,13",721,0,0,0,-415.5,127.5,152.75
