participantNo,task,condition,forCond,mode,block,oldBlock,cycleNo,cycleType,trialNos,switchingTime,switchMissCount,msToken,location,wrongModeCount,posMissCount,msTimeB
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,1,A,"1,2",5269,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,1,A,"3,4",2894,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,1,A,"5,6",4118,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,1,1,1,A,"7,8",2636,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,1,A,"1,2",2275,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,1,A,"3,4",2217,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,1,A,"5,6",2041,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,pen",mouse,2,2,1,A,"7,8",1814,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,1,A,"1,2",2231,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,1,A,"3,4",2296,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,1,A,"5,6",1847,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,touch",mouse,1,1,1,A,"7,8",2029,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,1,A,"1,2",2853,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,1,A,"3,4",1960,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,1,A,"5,6",1826,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,touch",mouse,2,2,1,A,"7,8",1941,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,1,A,"1,2",1702,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,1,A,"3,4",1667,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,1,A,"5,6",1736,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,1,A,"7,8",2784,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,1,A,"1,2",1757,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,1,A,"3,4",1746,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,1,A,"5,6",1667,0,none,none,0,0,0
10,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,1,A,"7,8",3511,0,none,none,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,1,1,1,A,"1,2",1680,0,none,none,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,1,1,1,A,"3,4",1995,0,none,none,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,1,1,1,A,"5,6",1762,0,none,none,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,1,1,1,A,"7,8",1740,0,none,none,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,2,2,1,A,"1,2",1483,0,none,none,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,2,2,1,A,"3,4",1453,0,none,none,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,2,2,1,A,"5,6",2011,0,none,none,0,0,0
10,baseline,"pen,pen","mouse,pen",pen,2,2,1,A,"7,8",1577,0,none,none,0,0,0
10,baseline,"pen,pen","pen,trackpad",pen,1,1,1,A,"1,2",1396,0,none,none,0,0,0
10,baseline,"pen,pen","pen,trackpad",pen,1,1,1,A,"3,4",1508,0,none,none,0,0,0
10,baseline,"pen,pen","pen,trackpad",pen,1,1,1,A,"5,6",2225,0,none,none,0,0,0
10,baseline,"pen,pen","pen,trackpad",pen,1,1,1,A,"7,8",1343,0,none,none,0,0,0
10,baseline,"pen,pen","pen,trackpad",pen,2,2,1,A,"1,2",1622,0,none,none,0,0,0
10,baseline,"pen,pen","pen,trackpad",pen,2,2,1,A,"3,4",1511,0,none,none,0,0,0
10,baseline,"pen,pen","pen,trackpad",pen,2,2,1,A,"5,6",1509,0,none,none,0,0,0
10,baseline,"pen,pen","pen,trackpad",pen,2,2,1,A,"7,8",1516,0,none,none,0,0,0
10,baseline,"pen,pen","touch,pen",pen,1,1,1,A,"1,2",1465,0,none,none,0,0,0
10,baseline,"pen,pen","touch,pen",pen,1,1,1,A,"3,4",1488,0,none,none,0,0,0
10,baseline,"pen,pen","touch,pen",pen,1,1,1,A,"5,6",1686,0,none,none,0,0,0
10,baseline,"pen,pen","touch,pen",pen,1,1,1,A,"7,8",2400,0,none,none,0,0,0
10,baseline,"pen,pen","touch,pen",pen,2,2,1,A,"1,2",1990,0,none,none,0,0,0
10,baseline,"pen,pen","touch,pen",pen,2,2,1,A,"3,4",1461,0,none,none,0,0,0
10,baseline,"pen,pen","touch,pen",pen,2,2,1,A,"5,6",1500,0,none,none,0,0,0
10,baseline,"pen,pen","touch,pen",pen,2,2,1,A,"7,8",2812,0,none,none,0,0,0
10,baseline,"touch,touch","mouse,touch",touch,1,1,1,A,"1,2",1567,0,none,none,0,0,0
10,baseline,"touch,touch","mouse,touch",touch,1,1,1,A,"3,4",1632,0,none,none,0,0,0
10,baseline,"touch,touch","mouse,touch",touch,1,1,1,A,"5,6",1857,0,none,none,0,0,0
10,baseline,"touch,touch","mouse,touch",touch,1,1,1,A,"7,8",1795,0,none,none,0,0,0
10,baseline,"touch,touch","mouse,touch",touch,2,2,1,A,"1,2",2483,0,none,none,0,0,0
10,baseline,"touch,touch","mouse,touch",touch,2,2,1,A,"3,4",2677,0,none,none,0,0,0
10,baseline,"touch,touch","mouse,touch",touch,2,2,1,A,"5,6",1537,0,none,none,0,0,0
10,baseline,"touch,touch","mouse,touch",touch,2,2,1,A,"7,8",2435,0,none,none,0,0,0
10,baseline,"touch,touch","touch,pen",touch,1,1,1,A,"1,2",3482,0,none,none,0,0,0
10,baseline,"touch,touch","touch,pen",touch,1,1,1,A,"3,4",2177,0,none,none,0,0,0
10,baseline,"touch,touch","touch,pen",touch,1,1,1,A,"5,6",1903,0,none,none,0,0,0
10,baseline,"touch,touch","touch,pen",touch,1,1,1,A,"7,8",1853,0,none,none,0,0,0
10,baseline,"touch,touch","touch,pen",touch,2,2,1,A,"1,2",2428,0,none,none,0,0,0
10,baseline,"touch,touch","touch,pen",touch,2,2,1,A,"3,4",1679,0,none,none,0,0,0
10,baseline,"touch,touch","touch,pen",touch,2,2,1,A,"5,6",2387,0,none,none,0,0,0
10,baseline,"touch,touch","touch,pen",touch,2,2,1,A,"7,8",1721,0,none,none,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,1,1,1,A,"1,2",2581,0,none,none,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,1,1,1,A,"3,4",1520,0,none,none,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,1,1,1,A,"5,6",1627,0,none,none,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,1,1,1,A,"7,8",3345,0,none,none,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,2,2,1,A,"1,2",1639,0,none,none,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,2,2,1,A,"3,4",2137,0,none,none,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,2,2,1,A,"5,6",2028,0,none,none,0,0,0
10,baseline,"touch,touch","touch,trackpad",touch,2,2,1,A,"7,8",1792,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,1,A,"1,2",2601,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,1,A,"3,4",2400,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,1,A,"5,6",2858,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,1,1,1,A,"7,8",2457,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,1,A,"1,2",2499,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,1,A,"3,4",2253,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,1,A,"5,6",2234,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","mouse,trackpad",trackpad,2,2,1,A,"7,8",1895,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","pen,trackpad",trackpad,1,1,1,A,"1,2",4311,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","pen,trackpad",trackpad,1,1,1,A,"3,4",7169,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","pen,trackpad",trackpad,1,1,1,A,"5,6",3244,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","pen,trackpad",trackpad,1,1,1,A,"7,8",3130,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","pen,trackpad",trackpad,2,2,1,A,"1,2",3534,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","pen,trackpad",trackpad,2,2,1,A,"3,4",2546,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","pen,trackpad",trackpad,2,2,1,A,"5,6",2368,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","pen,trackpad",trackpad,2,2,1,A,"7,8",2616,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,1,1,1,A,"1,2",2360,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,1,1,1,A,"3,4",2138,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,1,1,1,A,"5,6",2256,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,1,1,1,A,"7,8",3053,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,2,2,1,A,"1,2",2288,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,2,2,1,A,"3,4",2476,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,2,2,1,A,"5,6",3232,0,none,none,0,0,0
10,baseline,"trackpad,trackpad","touch,trackpad",trackpad,2,2,1,A,"7,8",2077,0,none,none,0,0,0
10,task,"mouse,pen",,mouse,1,1,1,A,"1,2",2582,0,7,hinge,0,0,869.375
10,task,"mouse,pen",,pen,1,1,2,B,"2,3",3309,0,4,top,0,0,401.0
10,task,"mouse,pen",,mouse,1,1,3,A,"3,4",3295,0,1,bottom,0,0,1582.375
10,task,"mouse,pen",,pen,1,1,4,B,"4,5",3843,0,6,top,0,0,935.0
10,task,"mouse,pen",,mouse,1,1,5,A,"5,6",2429,0,3,hinge,0,0,716.375
10,task,"mouse,pen",,pen,1,1,6,B,"6,7",3309,0,0,bottom,0,0,401.0
10,task,"mouse,pen",,mouse,1,1,7,A,"7,8",2235,0,5,top,0,0,522.375
10,task,"mouse,pen",,mouse,1,2,1,A,"1,2",2343,0,0,bottom,0,0,630.375
10,task,"mouse,pen",,pen,1,2,2,B,"2,3",4413,0,5,top,0,0,1505.0
10,task,"mouse,pen",,mouse,1,2,3,A,"3,4",2532,1,2,bottom,0,1,819.375
10,task,"mouse,pen",,pen,1,2,4,B,"4,5",3058,0,7,hinge,0,0,150.0
10,task,"mouse,pen",,mouse,1,2,5,A,"5,6",1925,0,4,top,0,0,212.375
10,task,"mouse,pen",,pen,1,2,6,B,"6,7",3550,0,1,bottom,0,0,642.0
10,task,"mouse,pen",,mouse,1,2,7,A,"7,8",2376,0,6,top,0,0,663.375
10,task,"mouse,pen",,mouse,2,3,1,A,"1,2",4641,0,4,top,0,0,2928.375
10,task,"mouse,pen",,pen,2,3,2,B,"2,3",2856,0,1,bottom,0,0,-52.0
10,task,"mouse,pen",,mouse,2,3,3,A,"3,4",1957,0,6,top,0,0,244.375
10,task,"mouse,pen",,pen,2,3,4,B,"4,5",2936,0,3,hinge,0,0,28.0
10,task,"mouse,pen",,mouse,2,3,5,A,"5,6",2102,0,0,bottom,0,0,389.375
10,task,"mouse,pen",,pen,2,3,6,B,"6,7",3084,0,5,top,0,0,176.0
10,task,"mouse,pen",,mouse,2,3,7,A,"7,8",2300,0,2,bottom,0,0,587.375
10,task,"mouse,pen",,mouse,2,4,1,A,"1,2",2528,0,5,top,0,0,815.375
10,task,"mouse,pen",,pen,2,4,2,B,"2,3",3124,0,2,bottom,0,0,216.0
10,task,"mouse,pen",,mouse,2,4,3,A,"3,4",2209,0,7,hinge,0,0,496.375
10,task,"mouse,pen",,pen,2,4,4,B,"4,5",3351,0,4,top,0,0,443.0
10,task,"mouse,pen",,mouse,2,4,5,A,"5,6",2209,0,1,bottom,0,0,496.375
10,task,"mouse,pen",,pen,2,4,6,B,"6,7",3673,0,6,top,0,0,765.0
10,task,"mouse,pen",,mouse,2,4,7,A,"7,8",2226,0,3,hinge,0,0,513.375
10,task,"mouse,pen",,mouse,3,5,1,A,"1,2",1990,0,5,top,0,0,277.375
10,task,"mouse,pen",,pen,3,5,2,B,"2,3",3164,0,2,bottom,0,0,256.0
10,task,"mouse,pen",,mouse,3,5,3,A,"3,4",2063,0,7,hinge,0,0,350.375
10,task,"mouse,pen",,pen,3,5,4,B,"4,5",2913,0,4,top,0,0,5.0
10,task,"mouse,pen",,mouse,3,5,5,A,"5,6",3005,0,1,bottom,0,0,1292.375
10,task,"mouse,pen",,pen,3,5,6,B,"6,7",2710,0,6,top,0,0,-198.0
10,task,"mouse,pen",,mouse,3,5,7,A,"7,8",2046,0,3,hinge,0,0,333.375
10,task,"mouse,pen",,mouse,3,6,1,A,"1,2",2131,0,6,top,0,0,418.375
10,task,"mouse,pen",,pen,3,6,2,B,"2,3",3662,0,3,hinge,0,0,754.0
10,task,"mouse,pen",,mouse,3,6,3,A,"3,4",1746,0,0,bottom,0,0,33.375
10,task,"mouse,pen",,pen,3,6,4,B,"4,5",3295,0,5,top,0,0,387.0
10,task,"mouse,pen",,mouse,3,6,5,A,"5,6",2291,1,2,bottom,0,1,578.375
10,task,"mouse,pen",,pen,3,6,6,B,"6,7",2809,0,7,hinge,0,0,-99.0
10,task,"mouse,pen",,mouse,3,6,7,A,"7,8",2438,0,4,top,0,0,725.375
10,task,"mouse,pen",,mouse,4,7,1,A,"1,2",2131,0,4,top,0,0,418.375
10,task,"mouse,pen",,pen,4,7,2,B,"2,3",3147,0,1,bottom,0,0,239.0
10,task,"mouse,pen",,mouse,4,7,3,A,"3,4",3217,0,6,top,0,0,1504.375
10,task,"mouse,pen",,pen,4,7,4,B,"4,5",2799,0,3,hinge,0,0,-109.0
10,task,"mouse,pen",,mouse,4,7,5,A,"5,6",2417,0,0,bottom,0,0,704.375
10,task,"mouse,pen",,pen,4,7,6,B,"6,7",2958,0,5,top,0,0,50.0
10,task,"mouse,pen",,mouse,4,7,7,A,"7,8",2966,0,2,bottom,0,0,1253.375
10,task,"mouse,pen",,mouse,4,8,1,A,"1,2",2010,0,5,top,0,0,297.375
10,task,"mouse,pen",,pen,4,8,2,B,"2,3",2656,0,2,bottom,0,0,-252.0
10,task,"mouse,pen",,mouse,4,8,3,A,"3,4",2121,0,7,hinge,0,0,408.375
10,task,"mouse,pen",,pen,4,8,4,B,"4,5",2418,0,4,top,0,0,-490.0
10,task,"mouse,pen",,mouse,4,8,5,A,"5,6",1779,0,1,bottom,0,0,66.375
10,task,"mouse,pen",,pen,4,8,6,B,"6,7",2621,0,6,top,0,0,-287.0
10,task,"mouse,pen",,mouse,4,8,7,A,"7,8",2035,0,3,hinge,0,0,322.375
10,task,"mouse,touch",,mouse,1,1,1,A,"1,2",1807,0,4,top,0,0,-190.875
10,task,"mouse,touch",,touch,1,1,2,B,"2,3",2822,0,1,bottom,0,0,699.125
10,task,"mouse,touch",,mouse,1,1,3,A,"3,4",3525,0,6,top,0,0,1527.125
10,task,"mouse,touch",,touch,1,1,4,B,"4,5",2797,0,3,hinge,0,0,674.125
10,task,"mouse,touch",,mouse,1,1,5,A,"5,6",2566,0,0,bottom,0,0,568.125
10,task,"mouse,touch",,touch,1,1,6,B,"6,7",2713,0,5,top,0,0,590.125
10,task,"mouse,touch",,mouse,1,1,7,A,"7,8",2855,0,2,bottom,0,0,857.125
10,task,"mouse,touch",,mouse,1,2,1,A,"1,2",3452,0,5,top,0,0,1454.125
10,task,"mouse,touch",,touch,1,2,2,B,"2,3",2881,0,2,bottom,0,0,758.125
10,task,"mouse,touch",,mouse,1,2,3,A,"3,4",3586,0,7,hinge,0,0,1588.125
10,task,"mouse,touch",,touch,1,2,4,B,"4,5",3036,0,4,top,0,0,913.125
10,task,"mouse,touch",,mouse,1,2,5,A,"5,6",2556,0,1,bottom,0,0,558.125
10,task,"mouse,touch",,touch,1,2,6,B,"6,7",3715,0,6,top,0,0,1592.125
10,task,"mouse,touch",,mouse,1,2,7,A,"7,8",1842,0,3,hinge,0,0,-155.875
10,task,"mouse,touch",,mouse,2,3,1,A,"1,2",2270,0,0,bottom,0,0,272.125
10,task,"mouse,touch",,touch,2,3,2,B,"2,3",2986,0,5,top,0,0,863.125
10,task,"mouse,touch",,mouse,2,3,3,A,"3,4",1803,0,2,bottom,0,0,-194.875
10,task,"mouse,touch",,touch,2,3,4,B,"4,5",2475,0,7,hinge,0,0,352.125
10,task,"mouse,touch",,mouse,2,3,5,A,"5,6",2569,0,4,top,0,0,571.125
10,task,"mouse,touch",,touch,2,3,6,B,"6,7",2870,0,1,bottom,0,0,747.125
10,task,"mouse,touch",,mouse,2,3,7,A,"7,8",2821,0,6,top,0,0,823.125
10,task,"mouse,touch",,mouse,2,4,1,A,"1,2",2354,0,1,bottom,0,0,356.125
10,task,"mouse,touch",,touch,2,4,2,B,"2,3",3064,0,6,top,0,0,941.125
10,task,"mouse,touch",,mouse,2,4,3,A,"3,4",2502,0,3,hinge,0,0,504.125
10,task,"mouse,touch",,touch,2,4,4,B,"4,5",2634,0,0,bottom,0,0,511.125
10,task,"mouse,touch",,mouse,2,4,5,A,"5,6",2290,0,5,top,0,0,292.125
10,task,"mouse,touch",,touch,2,4,6,B,"6,7",2538,0,2,bottom,0,0,415.125
10,task,"mouse,touch",,mouse,2,4,7,A,"7,8",1470,0,7,hinge,0,0,-527.875
10,task,"mouse,touch",,mouse,3,5,1,A,"1,2",2021,0,6,top,0,0,23.125
10,task,"mouse,touch",,touch,3,5,2,B,"2,3",4075,0,3,hinge,0,0,1952.125
10,task,"mouse,touch",,mouse,3,5,3,A,"3,4",1600,0,0,bottom,0,0,-397.875
10,task,"mouse,touch",,touch,3,5,4,B,"4,5",2394,0,5,top,0,0,271.125
10,task,"mouse,touch",,mouse,3,5,5,A,"5,6",1677,0,2,bottom,0,0,-320.875
10,task,"mouse,touch",,touch,3,5,6,B,"6,7",3321,0,7,hinge,0,0,1198.125
10,task,"mouse,touch",,mouse,3,5,7,A,"7,8",2043,0,4,top,0,0,45.125
10,task,"mouse,touch",,mouse,3,6,1,A,"1,2",1583,0,7,hinge,0,0,-414.875
10,task,"mouse,touch",,touch,3,6,2,B,"2,3",3235,0,4,top,0,0,1112.125
10,task,"mouse,touch",,mouse,3,6,3,A,"3,4",2870,0,1,bottom,0,0,872.125
10,task,"mouse,touch",,touch,3,6,4,B,"4,5",2452,0,6,top,0,0,329.125
10,task,"mouse,touch",,mouse,3,6,5,A,"5,6",1591,0,3,hinge,0,0,-406.875
10,task,"mouse,touch",,touch,3,6,6,B,"6,7",2666,0,0,bottom,0,0,543.125
10,task,"mouse,touch",,mouse,3,6,7,A,"7,8",1931,0,5,top,0,0,-66.875
10,task,"mouse,touch",,mouse,4,7,1,A,"1,2",1970,0,2,bottom,0,0,-27.875
10,task,"mouse,touch",,touch,4,7,2,B,"2,3",2169,0,7,hinge,0,0,46.125
10,task,"mouse,touch",,mouse,4,7,3,A,"3,4",1947,0,4,top,0,0,-50.875
10,task,"mouse,touch",,touch,4,7,4,B,"4,5",2691,0,1,bottom,0,0,568.125
10,task,"mouse,touch",,mouse,4,7,5,A,"5,6",1640,0,6,top,0,0,-357.875
10,task,"mouse,touch",,touch,4,7,6,B,"6,7",3035,0,3,hinge,0,0,912.125
10,task,"mouse,touch",,mouse,4,7,7,A,"7,8",1930,0,0,bottom,0,0,-67.875
10,task,"mouse,touch",,mouse,4,8,1,A,"1,2",2590,0,3,hinge,0,0,592.125
10,task,"mouse,touch",,touch,4,8,2,B,"2,3",2396,0,0,bottom,0,0,273.125
10,task,"mouse,touch",,mouse,4,8,3,A,"3,4",2726,0,5,top,0,0,728.125
10,task,"mouse,touch",,touch,4,8,4,B,"4,5",2557,0,2,bottom,0,0,434.125
10,task,"mouse,touch",,mouse,4,8,5,A,"5,6",1761,0,7,hinge,0,0,-236.875
10,task,"mouse,touch",,touch,4,8,6,B,"6,7",2366,0,4,top,0,0,243.125
10,task,"mouse,touch",,mouse,4,8,7,A,"7,8",2293,0,1,bottom,0,0,295.125
10,task,"mouse,trackpad",,mouse,1,1,1,A,"1,2",2733,0,7,hinge,0,0,333.375
10,task,"mouse,trackpad",,trackpad,1,1,2,B,"2,3",2618,0,4,top,0,0,546.75
10,task,"mouse,trackpad",,mouse,1,1,3,A,"3,4",2587,0,1,bottom,0,0,187.375
10,task,"mouse,trackpad",,trackpad,1,1,4,B,"4,5",2501,0,6,top,0,0,429.75
10,task,"mouse,trackpad",,mouse,1,1,5,A,"5,6",2172,0,3,hinge,0,0,-227.625
10,task,"mouse,trackpad",,trackpad,1,1,6,B,"6,7",2483,0,0,bottom,0,0,411.75
10,task,"mouse,trackpad",,mouse,1,1,7,A,"7,8",2322,0,5,top,0,0,-77.625
10,task,"mouse,trackpad",,mouse,1,2,1,A,"1,2",3019,0,0,bottom,0,0,619.375
10,task,"mouse,trackpad",,trackpad,1,2,2,B,"2,3",3607,0,5,top,0,0,1535.75
10,task,"mouse,trackpad",,mouse,1,2,3,A,"3,4",3545,0,2,bottom,0,0,1145.375
10,task,"mouse,trackpad",,trackpad,1,2,4,B,"4,5",2550,0,7,hinge,0,0,478.75
10,task,"mouse,trackpad",,mouse,1,2,5,A,"5,6",3206,0,4,top,0,0,806.375
10,task,"mouse,trackpad",,trackpad,1,2,6,B,"6,7",5988,0,1,bottom,0,0,3916.75
10,task,"mouse,trackpad",,mouse,1,2,7,A,"7,8",3332,0,6,top,0,0,932.375
10,task,"mouse,trackpad",,mouse,2,3,1,A,"1,2",4052,0,5,top,0,0,1652.375
10,task,"mouse,trackpad",,trackpad,2,3,2,B,"2,3",3707,0,2,bottom,0,0,1635.75
10,task,"mouse,trackpad",,mouse,2,3,3,A,"3,4",3140,0,7,hinge,0,0,740.375
10,task,"mouse,trackpad",,trackpad,2,3,4,B,"4,5",2302,0,4,top,0,0,230.75
10,task,"mouse,trackpad",,mouse,2,3,5,A,"5,6",3779,0,1,bottom,0,0,1379.375
10,task,"mouse,trackpad",,trackpad,2,3,6,B,"6,7",3696,0,6,top,0,0,1624.75
10,task,"mouse,trackpad",,mouse,2,3,7,A,"7,8",2962,0,3,hinge,0,0,562.375
10,task,"mouse,trackpad",,mouse,2,4,1,A,"1,2",3062,0,6,top,0,0,662.375
10,task,"mouse,trackpad",,trackpad,2,4,2,B,"2,3",2607,0,3,hinge,0,0,535.75
10,task,"mouse,trackpad",,mouse,2,4,3,A,"3,4",3052,0,0,bottom,0,0,652.375
10,task,"mouse,trackpad",,trackpad,2,4,4,B,"4,5",2877,0,5,top,0,0,805.75
10,task,"mouse,trackpad",,mouse,2,4,5,A,"5,6",3026,0,2,bottom,0,0,626.375
10,task,"mouse,trackpad",,trackpad,2,4,6,B,"6,7",2616,0,7,hinge,0,0,544.75
10,task,"mouse,trackpad",,mouse,2,4,7,A,"7,8",2867,0,4,top,0,0,467.375
10,task,"mouse,trackpad",,mouse,3,5,1,A,"1,2",2390,0,6,top,0,0,-9.625
10,task,"mouse,trackpad",,trackpad,3,5,2,B,"2,3",2516,0,3,hinge,0,0,444.75
10,task,"mouse,trackpad",,mouse,3,5,3,A,"3,4",2550,0,0,bottom,0,0,150.375
10,task,"mouse,trackpad",,trackpad,3,5,4,B,"4,5",2759,0,5,top,0,0,687.75
10,task,"mouse,trackpad",,mouse,3,5,5,A,"5,6",2703,0,2,bottom,0,0,303.375
10,task,"mouse,trackpad",,trackpad,3,5,6,B,"6,7",2354,0,7,hinge,0,0,282.75
10,task,"mouse,trackpad",,mouse,3,5,7,A,"7,8",3552,0,4,top,0,0,1152.375
10,task,"mouse,trackpad",,mouse,3,6,1,A,"1,2",3069,1,7,hinge,0,1,669.375
10,task,"mouse,trackpad",,trackpad,3,6,2,B,"2,3",3132,0,4,top,0,0,1060.75
10,task,"mouse,trackpad",,mouse,3,6,3,A,"3,4",3525,0,1,bottom,0,0,1125.375
10,task,"mouse,trackpad",,trackpad,3,6,4,B,"4,5",2482,0,6,top,0,0,410.75
10,task,"mouse,trackpad",,mouse,3,6,5,A,"5,6",2492,0,3,hinge,0,0,92.375
10,task,"mouse,trackpad",,trackpad,3,6,6,B,"6,7",2652,0,0,bottom,0,0,580.75
10,task,"mouse,trackpad",,mouse,3,6,7,A,"7,8",2318,0,5,top,0,0,-81.625
10,task,"mouse,trackpad",,mouse,4,7,1,A,"1,2",2813,0,2,bottom,0,0,413.375
10,task,"mouse,trackpad",,trackpad,4,7,2,B,"2,3",2022,0,7,hinge,0,0,-49.25
10,task,"mouse,trackpad",,mouse,4,7,3,A,"3,4",2466,0,4,top,0,0,66.375
10,task,"mouse,trackpad",,trackpad,4,7,4,B,"4,5",2841,0,1,bottom,0,0,769.75
10,task,"mouse,trackpad",,mouse,4,7,5,A,"5,6",2520,0,6,top,0,0,120.375
10,task,"mouse,trackpad",,trackpad,4,7,6,B,"6,7",2881,0,3,hinge,0,0,809.75
10,task,"mouse,trackpad",,mouse,4,7,7,A,"7,8",2770,0,0,bottom,0,0,370.375
10,task,"mouse,trackpad",,mouse,4,8,1,A,"1,2",3296,0,3,hinge,0,0,896.375
10,task,"mouse,trackpad",,trackpad,4,8,2,B,"2,3",2492,0,0,bottom,0,0,420.75
10,task,"mouse,trackpad",,mouse,4,8,3,A,"3,4",2647,0,5,top,0,0,247.375
10,task,"mouse,trackpad",,trackpad,4,8,4,B,"4,5",2344,0,2,bottom,0,0,272.75
10,task,"mouse,trackpad",,mouse,4,8,5,A,"5,6",3385,0,7,hinge,0,0,985.375
10,task,"mouse,trackpad",,trackpad,4,8,6,B,"6,7",2415,0,4,top,0,0,343.75
10,task,"mouse,trackpad",,mouse,4,8,7,A,"7,8",2521,0,1,bottom,0,0,121.375
10,task,"pen,touch",,pen,1,1,1,A,"1,2",2723,0,0,bottom,0,0,519.25
10,task,"pen,touch",,touch,1,1,2,B,"2,3",2649,0,5,top,0,0,798.75
10,task,"pen,touch",,pen,1,1,3,A,"3,4",2827,0,2,bottom,0,0,623.25
10,task,"pen,touch",,touch,1,1,4,B,"4,5",1648,0,7,hinge,0,0,-202.25
10,task,"pen,touch",,pen,1,1,5,A,"5,6",2804,0,4,top,0,0,600.25
10,task,"pen,touch",,touch,1,1,6,B,"6,7",2027,0,1,bottom,0,0,176.75
10,task,"pen,touch",,pen,1,1,7,A,"7,8",4361,0,6,top,0,0,2157.25
10,task,"pen,touch",,pen,1,2,1,A,"1,2",3318,0,1,bottom,0,0,1114.25
10,task,"pen,touch",,touch,1,2,2,B,"2,3",2053,0,6,top,0,0,202.75
10,task,"pen,touch",,pen,1,2,3,A,"3,4",1863,0,3,hinge,0,0,-340.75
10,task,"pen,touch",,touch,1,2,4,B,"4,5",1968,0,0,bottom,0,0,117.75
